,hotel_address,additional_number_of_scoring,review_date,average_score,hotel_name,reviewer_nationality,negative_review,review_total_negative_word_counts,total_number_of_reviews,positive_review,review_total_positive_word_counts,total_number_of_reviews_reviewer_has_given,reviewer_score,tags,days_since_review,lat,lng,reviewer_region
395453,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,1/28/2017,8.4,Hampton by Hilton Amsterdam Centre East,United States of America,Breakfast could be a little better,7,1769,Good price great hotel,5,2,9.6,"[' Family with young children ', ' Twin Room Non Smoking ', ' Stayed 2 nights ']",187 day,52.3714428,4.9346331,North America
395470,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,12/21/2016,8.4,Hampton by Hilton Amsterdam Centre East,United States of America,the sliding door to the bathroom is extremely difficult to open and close,15,1769,No Positive,0,4,9.2,"[' Business trip ', ' Solo traveler ', ' Twin Room Non Smoking ', ' Stayed 3 nights ']",225 day,52.3714428,4.9346331,North America
395476,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,12/6/2016,8.4,Hampton by Hilton Amsterdam Centre East,United States of America,No Negative,0,1769,The staff was very accommodating and friendly The breakfast was great and included healthy options,17,8,10.0,"[' Business trip ', ' Solo traveler ', ' Queen Room Non Smoking ', ' Stayed 4 nights ']",240 day,52.3714428,4.9346331,North America
395499,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,10/26/2016,8.4,Hampton by Hilton Amsterdam Centre East,United States of America,No Negative,0,1769,staff was super friendly and breakfast was great,9,1,10.0,"[' Leisure trip ', ' Couple ', ' Twin Room Non Smoking ', ' Stayed 2 nights ']",281 day,52.3714428,4.9346331,North America
395505,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,10/7/2016,8.4,Hampton by Hilton Amsterdam Centre East,Canada,The room was positioned below a apartment very noisy at night,12,1769,Breakfast was great rooms clean and beds comfortable,9,1,9.2,"[' Leisure trip ', ' Family with young children ', ' Twin Room Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",300 day,52.3714428,4.9346331,North America
395535,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,8/21/2016,8.4,Hampton by Hilton Amsterdam Centre East,Australia,No Negative,0,1769,Very friendly staffs and large rooms,8,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Queen Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",347 day,52.3714428,4.9346331,Oceania
395546,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,8/8/2016,8.4,Hampton by Hilton Amsterdam Centre East,United States of America,No bottled water in the room,8,1769,The bed was very comfortable,7,4,8.3,"[' Leisure trip ', ' Solo traveler ', ' Queen Room Non Smoking ', ' Stayed 3 nights ']",360 day,52.3714428,4.9346331,North America
395569,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,6/4/2016,8.4,Hampton by Hilton Amsterdam Centre East,United States of America,No Negative,0,1769,Staff was very friendly and accommodating Hotel brand new and modern,12,1,10.0,"[' Leisure trip ', ' Group ', ' Queen Room Non Smoking ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",425 day,52.3714428,4.9346331,North America
401712,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,7/23/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,1 Rooms were outdated furniture was old carpet in the room was smelly mold around the shower beds were uncomfortable 2 Elevators were very slow 3 Dirty hallways leading to the rooms 4 21 Euro was a bit much for the breakfast It was not worth that much 5 PuroBeach is over rated and expensive 15 Euro for a cocktail 50 euro for a sun bed and that s just the basic Hotel guests have to pay and don t get pool amenities included 6 Front desk area was very unorganized No where to stand to wait for the receptionist Everyone was standing all over the place,109,503,The hotel was across from the mall and a block away from the beach Location was the only good thing about this hotel,25,8,4.2,"[' Leisure trip ', ' Group ', ' King Hilton Guestroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11 days,41.4084334,2.2178205,North America
401714,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,7/12/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,HUGE EXTRA ROOM SERVICE DELIVERY CHARGE n,8,503,I ordered 2 yogurts and 2 pineapple juices from room service They charged me 33 EUROS The hotel already charges a high price for the room They should NOT CHARGE A HUGE EXTRA CHARGE JUST TO DELIVER A MEAL They should only charge for the food,48,3,5.0,"[' Business trip ', ' Solo traveler ', ' King Hilton Guestroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']",22 days,41.4084334,2.2178205,North America
401715,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,7/11/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,Too far Did not use the pool due to ongoing techno parties filled with drunk kids I felt like I was back to college I primarily picked the hotel for its pool and ended up not using it,40,503,The sea view and the neighborhood,8,1,5.0,"[' Leisure trip ', ' Solo traveler ', ' King Hilton Guestroom ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",23 days,41.4084334,2.2178205,North America
401719,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,6/26/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,No Negative,0,503,Excellent Lication Beautiful facilities very kind staff The hotel is right on the beach and wiithin a 10 minute walk we found plenty of bars and paella restaurants on the beach,33,3,10.0,"[' Leisure trip ', ' Solo traveler ', ' King Room with Pool View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",38 days,41.4084334,2.2178205,North America
401725,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,5/27/2017,7.9,Hilton Diagonal Mar Barcelona,Canada,No Negative,0,503,The hotel staff was excellent in accommodating our needs The hotel was clean and located across a gigantic mall The restaurant offered four star service The Executive floor was clean quiet and graceful,35,21,9.6,"[' Business trip ', ' Couple ', ' Twin Hilton Executive Room with Access to Executive Lounge ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",68 days,41.4084334,2.2178205,North America
401731,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,4/7/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,Need at least one English TV channel that is entertainment not news,14,503,Breakfast was excellent Nice location Mall across the street with restaurants was nice Hop on hop off tour bus stop right down the street,26,1,9.2,"[' Leisure trip ', ' Couple ', ' Twin Room with Pool View ', ' Stayed 4 nights ']",118 day,41.4084334,2.2178205,North America
401734,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,1/2/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,Indifferent restaurant unsympathetic staff and not especially helpful New Year s Eve had no celebration restaurant had very limited menu breakfast was in a ballroom with cold coffee and cold food no recreational activities pool closed saunas and exercise room dark and unmanaged We moved out after 1 night to a better place,55,503,not much to rave about here,8,7,3.3,"[' Leisure trip ', ' Couple ', ' Twin Room with Partial Sea View ', ' Stayed 5 nights ']",213 day,41.4084334,2.2178205,North America
401737,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,9/24/2016,7.9,Hilton Diagonal Mar Barcelona,United States of America,Very far from tourist and evening activities If I could do it again I would stay in barceloneta Gotic or eixample and take metro or taxi to conference center,30,503,Staff very nice and helpful,6,1,6.3,"[' Couple ', ' Hilton Relaxation Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",313 day,41.4084334,2.2178205,North America
401755,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,5/31/2016,7.9,Hilton Diagonal Mar Barcelona,United States of America,I paid a lot for the room last minute Non uber taxi rides required to go pretty much everywhere and paying for wifi in the room equals a bit overpriced,32,503,Loved the room Very comfortable Staff super nice,10,1,9.2,"[' Business trip ', ' Solo traveler ', ' King Hilton Sea View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",429 day,41.4084334,2.2178205,North America
401756,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,5/20/2016,7.9,Hilton Diagonal Mar Barcelona,United States of America,rude staff they didnt have our room ready for us when we checked in refused to pick us up from the airport Worst hotel experience I ve ever had I ll never stay here again,36,503,No Positive,0,5,5.0,"[' Leisure trip ', ' Couple ', ' Twin Hilton Guestroom ', ' Stayed 1 night ']",440 day,41.4084334,2.2178205,North America
401757,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,5/19/2016,7.9,Hilton Diagonal Mar Barcelona,United States of America,I liked it all,6,503,Very clean Staff was friendly and knowledgeable about the area The room and facility was wonderful The mall is to your right as you exit the hotel and the beach is to your left What more could a girl ask for,43,1,10.0,"[' Leisure trip ', ' Group ', ' Twin Room with Partial Sea View ', ' Stayed 6 nights ']",441 day,41.4084334,2.2178205,North America
401762,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,12/2/2015,7.9,Hilton Diagonal Mar Barcelona,United States of America,I liked everything,5,503,The staff was excellent From check in to check out The room was very comfortable and clean The restaurant for breakfast was very nice The buffet was a bargain and the staff attentive The espresso was great,39,1,9.6,"[' Leisure trip ', ' Couple ', ' King Hilton Guestroom ', ' Stayed 1 night ']",610 day,41.4084334,2.2178205,North America
401768,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,9/19/2015,7.9,Hilton Diagonal Mar Barcelona,Australia,A little out of the way for a long visit but no problem for a short stay Free Wi Fi in room would be useful,26,503,Good room great bathroom fantastic breakfast,7,6,8.3,"[' Leisure trip ', ' Couple ', ' King Room with Partial Sea View ', ' Stayed 2 nights ']",684 day,41.4084334,2.2178205,Oceania
401770,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,9/6/2015,7.9,Hilton Diagonal Mar Barcelona,Australia,No Wi Fi in rooms we have been travelling in all levels of accom and every place has had free wi fi in rooms Only offered in public areas but lots of issues connecting staying connected In today age free Wi Fi is generally available shopping centres Mc Donald s etc Cleaners knocking on door at 8 30 am Even after placing note on our door the next day they were quite noisey cleaning the corridors and adjoining rooms Quite some distance from the centre but close to the beach About 40 Euro to airport,97,503,Fairly new premises caters more for business Good pool lounge bar huge on level 2,17,7,7.1,"[' Leisure trip ', ' Couple ', ' King Hilton Sea View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",697 day,41.4084334,2.2178205,Oceania
401774,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,8/25/2015,7.9,Hilton Diagonal Mar Barcelona,United States of America,Service is very bad No one answers phone calls Had to reactivate key every time used Nasty breakfast Very low quality food and coffee Unfriendly staff at club level Noisy Not Hilton standards definitely,36,503,Location,2,1,4.2,"[' Leisure trip ', ' Family with young children ', ' King Hilton Sea View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",709 day,41.4084334,2.2178205,North America
401779,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,8/2/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,The check in process was much too long At 4 PM there was a line that took well over 20 minutes to check in,26,503,No Positive,0,1,8.8,"[' Leisure trip ', ' Group ', ' Twin Hilton Guestroom ', ' Stayed 1 night ']",1 days,41.4084334,2.2178205,North America
401786,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,7/16/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,Nothing,3,503,Comfortable rooms and wonderful place,6,1,10.0,"[' Leisure trip ', ' Couple ', ' King Room with Pool View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",18 days,41.4084334,2.2178205,North America
401788,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,6/14/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,No Negative,0,503,Great omletes Very Friendly staff at breakfast Front Desk staff was very helpful Loved the Fresh Orange juice,19,1,10.0,"[' Leisure trip ', ' Couple ', ' King Hilton Guestroom ', ' Stayed 1 night ']",50 days,41.4084334,2.2178205,North America
401790,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,6/2/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,No Negative,0,503,Fabulous staff,4,1,10.0,"[' Business trip ', ' Solo traveler ', ' King Room with Pool View ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",62 days,41.4084334,2.2178205,North America
401791,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,5/23/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,Took 2 days to get extra pillow cups,9,503,Close to beach,4,1,4.2,"[' Business trip ', ' Couple ', ' King Hilton Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",72 days,41.4084334,2.2178205,North America
401795,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,5/2/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,N a,3,503,Staff was amazing,4,2,9.6,"[' Leisure trip ', ' Couple ', ' King Hilton Guestroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']",93 days,41.4084334,2.2178205,North America
401796,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,4/17/2017,7.9,Hilton Diagonal Mar Barcelona,United States of America,No Negative,0,503,Staff was great,4,10,9.2,"[' Leisure trip ', ' Group ', ' King Room with Pool View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",108 day,41.4084334,2.2178205,North America
401799,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,71,4/8/2017,7.9,Hilton Diagonal Mar Barcelona,New Zealand,The rooms were in need of maintenance Swapped rooms once as it was in bad condition The second room wasn t much better,25,503,No Positive,0,2,4.6,"[' Leisure trip ', ' Solo traveler ', ' Twin Hilton Guestroom ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",117 day,41.4084334,2.2178205,Oceania
